date,ALV,BAS,BMW,BAY,BEI,CON,DBK,EOAN,FME,HEI,HEN3,MUV2,PAH3,PUM,SAP,SIE,VOW3
1992-11-16,0.01954475579952658,0.08859820615237052,-0.31875662115617387,0.11101505395012168,-0.44414196420191504,0.7746279126073595,0.03640687373658043,-0.31161890760029676,-0.02085824546322736,-0.851357283929626,0.17382213362917528,0.20635666602512567,-0.3178049149687012,2.0355391191638237,-0.30592196460006815,0.8192273626549781,0.26513565856292115
1992-11-17,-0.2631458299512371,-0.06902529176135636,0.2877182584182544,-0.29495390710278707,0.059419228867027794,0.718627673496947,-0.25040156031606986,0.4734995747491637,-0.02085824546322736,0.5335089820125922,-0.04552007157393186,0.20547149881318738,0.6470299623846503,-0.02333837352413218,0.47518336669281414,0.20701700978080864,0.9056072909861371
1992-11-18,-0.0058759690079240555,-0.016500023751685834,-0.015519181368959734,-0.009782395436435047,-0.02134573232854788,-0.010689291410513014,0.005161382785190877,-0.0041251771875469466,-0.02085824546322736,-0.004475427722172445,-0.015088830311221432,-0.011973954095067671,-0.018233005640731277,-0.02333837352413218,-0.024279187046443378,-0.01311544768743072,-0.014174914092233312
1992-11-19,0.5844131377544539,-1.5068937430598635,0.2793807815104368,-0.5628074290569709,-0.538113786303102,0.9079534953838981,0.005161382785190877,0.5818445092868482,-0.02085824546322736,-0.2584227145889671,-0.7991733127674191,-0.011973954095067671,0.0726767214116377,4.054366783666373,0.8059559268106427,0.32125333807348594,-0.014174914092233312
1992-11-20,-0.05701610969067971,-0.6562700576502386,-0.5673945507405189,-0.11493219057195257,-0.450321123386595,-0.4145147829023203,-0.07760342351073986,-0.2400576312763555,0.6120609317847052,-0.2311820925266535,-0.5412115341536551,-0.011973954095067671,-0.018233005640731277,0.6435683268817693,-0.6995842288400591,-0.4187769680056797,-0.19513408084126502
1992-11-23,-0.8555931927940894,-1.0284313872262887,-0.66037148779137,-1.198119331840803,0.019642794264811442,-0.32069990945923516,-0.16916510217280947,-0.3201957552962267,-0.40943736890258603,-0.004475427722172445,-0.44542976746279006,-0.011973954095067671,-0.4748337913905118,1.9618635091754173,0.13010898089486747,-0.2783452272360237,-0.7529979524215722
1992-11-24,-0.60672264073606,-0.30571552865543694,-0.6483548577483561,-1.3580883789334042,-0.5047564394340275,-1.4747731259758683,-0.3825421708709278,-0.7101598741396834,-0.4123535622037944,0.22223123708230863,-0.5492900883181202,-0.6669730505200536,0.25634403431109554,1.6746382673340587,-0.055113650203093306,-0.42404036283229135,-2.1057503907260537
1992-11-25,-0.40123887506742345,0.6046403284449392,0.09275711342723429,0.7434406605071332,-0.2904641774687928,-0.09243185563494509,0.16768712224881824,0.7132273376035985,-0.02085824546322736,-0.004475427722172445,0.3059749019571918,0.2072490693014699,0.6153067789569421,-0.431565062310185,0.0065552761102065545,0.6452008524090915,0.1786617627861374
1992-11-26,0.33745611622505456,0.3245015447748316,-0.1712391944664253,-0.11868944179482499,-0.19796930569486443,-0.14083463581724945,-0.040016063233438384,0.16537872357208253,-1.616898790261433,-0.004475427722172445,0.5226360534017472,-0.45131972932321074,-0.19823650341336846,1.4291372465908572,0.006533751177815219,0.47228869024143605,-0.5991929613166035
1992-11-27,-0.13745815659544022,-0.26930873599334926,-0.11733409665915305,-0.11891016218835793,0.3417203927925059,-0.22362215696594862,0.25055505226201336,-0.2755686944239717,2.59665701349464,-0.11673597779669061,0.40686505480851265,-0.011973954095067671,0.43028618396720875,-0.02333837352413218,-0.0859265884273519,0.022225489985573943,0.1803677537381658
1992-11-30,0.6744308523122311,0.879814858432768,0.853476251447006,0.5696932142068825,-0.5615621574523781,0.4813328821252489,0.619971256130357,0.9738968336748202,-0.40763670767971977,0.6706298556918292,-0.17609077941318035,0.8631478941615238,-1.1948655220255344,0.5681893311202679,1.551217968342464,0.5636731607855459,-0.014174914092233312
1992-12-01,-0.08381560963734667,-0.17942649545899322,0.09123189328881884,0.4520282016772884,-0.4612895580982655,0.0947020388539314,0.056000847563243604,0.8260145176250197,-0.02085824546322736,-0.004475427722172445,-0.4693434941633455,0.2045934800102475,-0.3178049149687012,-0.6148660781685322,-1.048025005426396,0.23669759588818087,-1.0036211565251931
